Unnamed: 0,index,song,year,artist,genre,lyrics
312618,312618,car-thief-explicit,2016,beastie-boys,Hip-Hop,Some static started in the pool hall Hit a motherfucker's face with the cue ball Then I met this girl she tried to gank me So I smacked her in the pootie with a Plank B 'Cause me and my crew were out breaking windows The bingo the lotto you know I'll never win those Possession is half the law I had my routines before all y'all Your whole life is coming apart at the seams You ain't nothing but a car thief biting routines See I'm a city slicker I ain't no townie Right now I wish I had another hash brownie Like Ricky always said you've got to toke and pass Or Mookie's gonna kick your fuckin ass You try to take what isn't yours like a God damn rat See personally I wouldn't wanna go out like that I'm a writer a poet a genius I know it I don't buy cheeba I grow it People always trying to get next to me I had a beautiful experience on ecstasy I Smoked up a bag of elephant tranquilizer Because I had to deal with a money hungry miser Had a caine filled Kool with my man Rush Rush Saw my teeth fall in the sink when I started to brush You be doing nose candy on the Bowie coke mirror My girl asked for some but I pretended not to hear her You can't deny me you always want to try me Yo you're just gonna get your ass kicked Homeboy throw in the towel Your girl got dicked by Ricky Powell The Godfather of Soul in the belly of the beast Smoking that dust at St Anthony's Feast All the wife beaters and all the tax cheaters Sitting in the White House pulling their peters Buy my cheeba from the cop down the street The only cop with a rope chain walking the beat Like a sneaky pouch time bomb tickin' Like the beat to my rhyme just kickin' Space cake cookies I discover who I am I'm a dusted old bummy hurdy gurdy man Five O caught me now I'm going to the mountains Said good bye to my girl my lawyers and accountants My mind is kinda rhymin and I think I oughta think So I'm rockin all the rhymes and I'll have another drink So the lights are flashing my mind is spinning I feel like it is always the beginning Of another rhyme I'm rapping M C ing I rock You ain't nothing but a car thief who must be stopped
155119,155119,heading-for-a-heartache-blues,2007,david-ball,Country,I got the missing her all day Heading for a heartache blues I tell myself it's over But I know it's just no use 'Cause I wake up every morning With the same old broken hearted Feeling that I just can't lose It's those missing her all day every day in more ways Heading for a heartache blues I know what's coming it won't be long I'm heading for the bottom like a sinking stone Good bye note that's all she left And poor me all by myself I got the missing her all day Heading for a heartache blues I tell myself it's over But I know it's just no use 'Cause I wake up every morning With the same old broken hearted Feeling that I just can't lose It's those missing her all day every day in more ways Heading for a heartache blues With these missing her all day Heading for a heartache blues I tell myself it's over But I know it's just no use 'Cause I wake up every morning With the same old broken hearted Feeling that I just can't lose It's those missing her all day every day in more ways Heading for a heartache blues Sun comes up same old thing Ain't no doubt what the day will bring Walking around calling her Sun goes down I start all over again I got the missing her all day Heading for a heartache blues I tell myself it's over But I know it's just no use 'Cause I wake up every morning With the same old broken hearted Feeling that I just can't lose It's those missing her all day every day in more ways Heading for a heartache blues
156967,156967,il-tango-della-signora-francesco-di-bartolommeo-di-zanobi-del-giocondo,2007,forgive-durden,Rock,"I feel your heartbeat Your pasty hands shake I'll be every breath Your trembling lips take Metal teeth wanna save you Button flies wanna keep you pure Noting can stop me now I will have you I was born to do this dance So follow my every step I'll lead your careening hips And slaughter your innocence Her pearls and trap mutter something soft I whisper back ""You're messing with the big leagues now hun"" I bite her neck She begs ""What's in your heart "" She urges I spill my thoughts I volunteer nothing but liquid I was born to do this dance So follow my every step I'll lead your careening hips And slaughter your innocence I have got centuries Of teachers before me I can do anything I can really do anything You've been our guest tonight But I dine alone This can never be your home"
238254,238254,don-t-leave-me-this-way,2006,david-coverdale,Rock,I'm sick and tired and lonely sitting in my room Staring at the shadows blowing smoke rings at the moon Every night I try but every night I cry tryin to work out why I just want to know got to know why you keep on pushing me baby You love me when you want and take me when you need Whatever you say to me baby makes my poor heart bleed Now I don't want to win but I don't want to lose An I don't want to be alone no more no more I just want to give you love I just got to give you love But you keep on giving love You give another man your love Ooh baby don't you leave me this way Don't you leave me I never want to hurt you don't want to tie you down But every time I take a look in the mirror I can see the heartache hangin 'round I'm going down to the ground Why you always want to bring me down Baby baby why do you always bring me down ''cause you keep on giving love You give another man your love Baby baby don't you leave me this way Don't you leave me baby baby baby My heart is aching my heart is breaking for you And I can't take it anymore no more no more I'm sick and tired and lonely nothing left to say Just thinking bout you baby takes all my night and day All my nights all my days Baby babe you take my breath away 'cause you keep on giving love You give another man your love Baby baby baby don't you leave me this way I can't stop my love from falling down I want to love you in the morning Want to love you in the evening time Don't you leave me baby Don't you ever leave me baby Don't you leave me baby no Don't you leave me baby 
215090,215090,king,2014,eluveitie,Metal,I high king Sovereign and servant Holder of divine Regality bestowed In the Omphalos grove My kingship The song of the Gods Thou shalt know me by my fruits The abundance in which we grew The signs and wonders at our feet Which the flight of the crows revealed I am the crown of Gallia I am the oak in the nemeton I am the servant of Antumnos children I am the will of our Gods Ambicatus is my name My chosen set forth to conquer Kindling beacons My kingdom prospered and grew Thou shalt know me by my fruits From the Hercynan forests To beyond the skyscraping Alps To which the flight of the crows led us I am the crown of Gallia I am the oak in the nemeton I am the servant of Antumnos children I am the will of our Gods
17545,17545,carry-on,2016,cwf,Rock,What has happened to this world People fighting everywhere A love so strong that once was there seems like nobody cares And we got to get back to the place in the stars that will guide you In a world full of shame and confusion we have to be strong Remember we are the ones who will carry on Remember reach out your hands and we'll still be strong Carry on Carry on Carry on Someone said our hope is gone But we still can make a change This is where our hearts belong So stand up again and again Cause we got to get back to the place in the stars that will guide you In a world full of shame and confusion we have to be strong Remember we are the ones who will carry on Remember reach out your hands and we'll still be strong Carry on Carry on Carry on
288834,288834,she-don-t-know,2008,chilliwack,Rock,There's a feeling burning in my heart She turns a key that's always open One look from her and that's all I need to start And none has seen the word is spoken She don't know what she's doing to me She don't know she don't know When will I find a way that I can make her see 'Cause she don't know she don't know She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know what she's doing to me All around her there's a magic in the air Words come out but they don't reach her She slips away every time that I get near She means so much but I can't touch her And she don't know what she's doing to me She don't know she don't know When will I find a way that I can make her see She don't know she don't know Got to make her mine she don't know What she's doing to me yeah She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know what she's doing to me She don't know what she's doing to me She don't know she don't know When will I find a way that I can make her see She don't know she don't know Got to make her mine she don't know What she's doing to me She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know She don't know she don't she don't know She don't know what she's doing to me She don't know she don't she don't know
330554,330554,evidence-of-love,2007,allman-brothers-band,Rock,by Chris Farren Steve Diamond When I look for the love in your eyes You turn away And there's nothing as loud as the words We never say Look at us now standing on the edge again Look at us now it's not too late to try again I need some Evedence of love to keep me going on Please show me some Evidence of love and I'll be here I still believe we can see it through There's just so much that I can do It dosen't make sense without some evidence of love There's a cold cold look on your face Is it saying good bye 'Cause there's nothing as cold as the ashes When the fire has died Talk to me now tell me what you're missing Talk to me now I'll try and find your heart again I need some Evedence of love to keep me going on Please show me some Evidence of love and I'll be here I still believe we can see it through There's just so much that I can do It dosen't make sense without some evidence of love Stand and fight Try to say what's on your mind baby So much is on the line There's a chance we'll makit right Look at us now standing on the edge again Look at us now it's not too late to try again I need some Evedence of love to keep me going on Please show me some Evidence of love and I'll be here
104266,104266,something-about-love,2010,david-archuleta,Pop,Every night it's all the same You're frozen by the phone You wait something's changed You blame yourself every day You'd do it again Every night There's something bout love That breaks your heart Whoa oh oh oh It sets you free There's something bout love That tears you up Whoa oh oh oh You still believe When the world falls down like the rain It'll bring you to your knees There's something bout love that breaks your heart Whoa oh oh oh But don't give up There's something bout love When you were young Scared of the night Waiting for love to come along And make it right Your day will come the past is gone So take your time And live and let live There's something bout love That breaks your heart Whoa oh oh oh It sets you free There's something bout love That tears you up Whoa oh oh oh You still believe When the world falls down like the rain It'll bring you to your knees There's something bout love that breaks your heart Whoa oh oh oh But don't give up There's something bout love Don't fight Don't hide Those stars in your eyes in your eyes Let em shine tonight Let em shine tonight Hang on Hang in For the ride of your life It's gonna be alright Hold on tight There's something bout love That breaks your heart Whoa oh oh oh There's something bout love That breaks your heart Whoa oh oh oh It sets you free There's something bout love That tears you up Whoa oh oh oh You still believe When the world falls down like the rain It'll bring you to your knees to your knees There's something bout love that breaks your heart Whoa oh oh oh But don't give up There's something bout love Whoa oh oh oh Set's you free There's something bout love That tears you up Whoa oh oh oh You still believe When the world falls down like the rain
37313,37313,priscilla-the-traveling-proton,2007,a-day-at-the-fair,Rock,"So I tip my glass and I bid farewell with this open scar and this band aid on my chest and my heart's in a baggage claim and my head feels light from bleeding it's the thinning of my soul and how it pours itself on you when you disappear like evaporating water as I turn from this ash to nothing I'm nothing at all Take everything you love take all that you'll become wrap it up and send it to me take everything we've done take everything we've loved wrap it up and write ""I miss you"" I could be the one who's every word you hang on you could have been that girl that every word was for Now I make my bed alone what a painful understanding of the clarity of love and how it leaves you it leaves you alone And you travel through this world with the better part of me keep it as a souvenir to help you fall asleep in nights you feel alone in nights you dream of me in nights you watch our fairytale lose it's energy"
244489,244489,banner-of-hope,2007,abrasive-wheels,Rock,Angry young voices cry There's a new sun burning in the sky Saying listen to your heart And not to the people tearing you apart The message is here upon our lips Listen for once ignore your hip We hold the banner United hand in hand The banner of hope For a truce across the land This generation Holds the banner to the eyes of the nation Like two lovers reaching out In their minds no dark shadows of dread or doubt We hold the banner United hand in hand The banner of hope For a truce across the land
235295,235295,in-the-year,2006,cardigans,Rock,In the year when your bicycle broke You were crying in the yard But the world was a glorious game New adventures stole your heart It will come it will go But you hold on to what you know You play your part You play your part You only full for what you really want to In the year when the future was lost You were fighting in the class Headed west with your wits and snarl Left your parents in the past '78 was the year you explored Tore your clothes and shaved your head Joined a band with a broken down van Thought your life was really swell It will come it will go But you hold on to what you know You play your part You play your part You only full for what you really want to You only full for what you really want to Save it all save it all Save it all and want your tears away Save it all save it all Save it all and want those tears It has gone it has gone But you hold on to what you know You play your part You play your part You only full for what you really want to You play your part You only full for what you really want to
90744,90744,take-it-real-version,2007,avril-lavigne,Pop,Just take it take it Just take it take it I know what you do Flash me The way it's done Impolitely Just tying to find Some alone time No room to compromise Just take it take it Can't take it take it She sent your picture to a magazine And baby's aren't true photography Is that what you always wanted to be Well I'd be worried for you Sometimes Gotta try Run and hide Get away from this I'll get by In this life This time Take your best shot And press me Write a fictional story For your fee Try to get the world To believe Shocking hell I surprise Just take it take it Can't just take it take it She sent your picture to a magazine And baby's aren't true photography Is that what you always wanted to be Well I'd be sorry for you Sometimes Gotta try Run and hide Get away from this I'll get by In this life This time You see me I see you You're over there You see me I see you She sent your picture to a magazine And baby's aren't true photography Is that what you always wanted to be Well I'd be sorry for you Sometimes Gotta try to Run and hide Get away from shit Sometimes Gotta try Run and hide Get away from this 
125127,125127,i-loved-another-woman-takes-5-6,2014,fleetwood-mac,Rock,My baby's gone and left me crying by myself My baby's gone and left me crying by myself I loved another woman I lost my best gal She was a real good woman she didn't me no harm She was a real good woman she wouldn't do me no harm But I loved another woman now she's up and she's gone Well come back baby I know I treated you wrong Well come back baby I know I treated you wrong I loved another woman now I won't do that no more
66873,66873,gonna-get-back-home-somehow,2006,elvis-presley,Rock,Hear that old train whistle Howling in the night If that flyer's southbound Everything will be all right I'm leaving now leaving now leaving now I'm gonna get back home somehow Don't nobody tell me Baby's been untrue If she's been unfaithful I don't know what I'll do I'm leaving now leaving now leaving now I'm gonna get back home somehow Never thought that I could miss her so I never thought I could now I know The sound of the old train whistle Makes me want to cry Reminds me of that lonely feeling When I said goodbye I'm leaving now leaving now leaving now I'm gonna get back home somehow
116917,116917,china-girl,2005,david-bowie,Rock,Oh oh oh little China girl Oh oh oh little China girl I could escape this feeling with my China girl I feel a wreck without my little China girl I hear her heart beating loud as thunder Saw they stars crashing I'm a mess without my little China girl Wake up mornings where's my little China girl I hear her heart's beating loud as thunder Saw they stars crashing down I feel a tragic like I'm Marlon Brando When I look at my China girl I could pretend that nothing really meant too much When I look at my China girl I stumble into town just like a sacred cow Visions of swastikas in my head Plans for everyone It's in the whites of my eyes My little China girl You shouldn't mess with me I'll ruin everything you are You know I'll give you television I'll give you eyes of blue I'll give you men's who want to rule the world And when I get excited My little China girl says Oh baby just you shut your mouth She says sh sh shhh She says sh sh shhh She says She says And when I get excited My little China girl says Oh baby just you shut your mouth And when I get excited My little China girl says Oh baby just you shut your mouth She says sh sh shhh She says Oh oh oh little China girl Oh oh oh little China girl Oh oh oh little China girl Oh oh oh little China girl
289902,289902,rats,2014,earl-sweatshirt,Hip-Hop, Yeaaaah bitch Wolf Gang Sweatshirt uh Ho Ninety four black music beat a preacher's ass to it Pigeon blood will leave the stool wall shitted up Shit talk motherfuck get your sister fucked Shit i hit the stripper up then go and pick a stick inside the fucking pots where we do them bitches up Rip your writtens while my niggas splitting splitting blunts Eyes hazed with my middle finger up a stripper's cunt Lights down lit her up sherm in my sippy cup Ice picking cripples till I get my pickle rub Catch me popping pimples telling bitches triple 6s Stab em with pencils in their temples till my dick erupts It's really fucking simple slut Wolf Gang get with us Either that or grab a full fist of nuts and lick em up Turn it up fist of cup give them bitches dick to suck Let them drink the cum out of fucking cup Pours wider than the that I'm sniffing up Leave now if you ain't tryna get em titties touched Rats was an unreleased song by Earl Sweatshirt supposedly recorded and produced sometime in 2010 Production was handled by Odd Future's leader Tyler the Creator The beat and vocals on the song has a chopped and screwed feel to it with Earl's words being repeated over as well as the beat every so often 
178371,178371,spiritual-reality,2006,apoptygma-berzerk,Pop,"""The questions I've been asking is quite simple beyound my reach"" ""Where does evil live "" ""Is evil in the flesh "" I sit down in despair no way to run away Couldn't stand a nice new day with you The fuse went out today Who's around me Everything got dark The space behind our closer goes through corridores of pain I ran through corridores of pain But I'm not afraid to die 'Cause I'm not afraid to die I saw the creature reach me as I closed my faith to die The plastic in the floor are reached out you see it in the sky Thunderballs are softening my fears I know where I am heading watch the world right through my tears I watch the world right through my tears And I'm not afraid to die And I'm not afraid to die ""I've got negative radio contact"" Not afraid to die Not afraid to die ""Where does evil live "" Plasmatic drug sensation going weakened through the year And in his reach his target slowly dies He dies in distant fear But now the searchers begin before we make ground Still searching for the truth Why am I here why am I bound Why am I here why am I bound Why am I here why am I bound And I'm not afraid to die And I'm not afraid to die In the deep it's nowhere where you can see Can you feel the light "
265052,265052,fortune-teller,2006,ash,Rock,There's too much information in my face Don't know anybody feel so out of place I'm bored with this century and I'm sick of it all Here I am standing on the killing floor Got a fever burning and I don't feel right Yeah my head's rushing right out of my mind Went to the doctor and he gave me pills Yeah they numbed my pain but didn't cure my ills What's in the future cause I can't see Fortune teller got me down on my knees Go and see the fortune teller Will she tell me all she knows Go and see the fortune teller baby Find out how it goes I found myself living in a concrete hell Found myself thinking don't need no one else I'm feeling damaged yeah I feel deranged i need something to counter act the pain Can't see the stars but could they give me a sign Yeah I need to know now don't tell me no lies I've been completely going out of my mind I feel beat up just like Jesus Christ What's in the future cause I can't see Fortune teller got me down on my knees Go and see the fortune teller Will she tell me all she knows Go and see the fortune teller baby Find out how it goes We all live beneath a dying sun Used to believe in something that's been shot to fuck I'm bored with this century yeah I'm sick of it all Here I am standing on the killing floor What's in the future cause I can't see Fortune teller got me down on my knees Go and see the fortune teller Will she tell me all she knows Go and see the fortune teller baby Find out how it goes Yeah so when am I gonna get better Will I find out in my time Go and see the fortune teller baby Find out how it goes
33853,33853,thuggish-ruggish-bone,2006,bone-thugs-n-harmony,Hip-Hop,We're not against rap We're not against rappers But we are against those thugs Thugs thugs It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone Your feelin the strength of the rump Step up hear the funk of the jump that the thugstas feel Just be thuggin straight buzzin lovin yo peoples cause we so real Chill better bring yo weapon when steppin' Bring on that ammunition trip and don't slip Not to mention never knew no competition But i gotta get mine so scream out mo and let me hear ya holla Not about that mighty dollar Roll with the bone mo thugs will follow Chain gang remains the same Flamin my dank and drinkin brew Thinkin about hangin clockin my bank and thuggin trues foo's It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone Get ready for the bone and the mo thug bustas You know me as a hustla Try to creep and get deep make me succeed peep gotta put them under Straight jackets gotta make that money man It's still the same now bailin in my black trench vest You gotta be down to bang bang Come and get this teachin ya soldiers how thugstas must slack Me drinkin me brew till me skull crack when we on our way back It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone Now follow me now roll stroll off deep in the land Well creep if you can take another swig to the brain Whoa Loc'in steady chokin off that potent smoke and runnin from the po po now Gotta get up with my thugstas right turn to the double glock Pull to the curb smoke with my hustlas Puff puff puff to the brain shot Love P O D ed and tweeded gotta get another case for my trunk Old English really don't need it but in case my trues want to get drunk They pump bone so leave em alone You don't want to get shut down Thug runnin the nine quad and you better believe they be wantin this thug style So what now see the bone thug claim thug never gonna change so flame up Sit back and just smoke the same cut Leatherface on the creep I came up It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone Gotta give it on up to the glock glock Pop pop better drop when them buckshot blow The bone in me never no ho so no creepin up outta the zip lock So sin sip gin and lil mo heart run up nut up And flipped in than slipped the clip in mistakin the bloody victims Ever if ya test nuts to the chest and put em to rest And but I won't test bucks put a hole up into me vest And gotta get through my soul but they won't budge mud drug me victim The blood in me runnin my mental the thug in me stuck in me Keepin it simple the bone in me runnin with thugs so To the temple buck when you duck to the thuggish ruggish T's St Claire P's to appeal to the G's And a buck to all my enemies It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone We got Layzie and We got Krayzie Bizzy's in the house Wish is in the house And Flesh And Tasha Cleveland's definitely in the house It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone It's the Thuggish Ruggish Bone
137546,137546,ooh-baby-baby,2009,anoop-desai,Pop,Oooh la la la la I did you wrong my heart went out to play But in the game I lost you what a price to pay I'm cryin' Ooh baby baby Ooh baby baby Mistakes I know I've made a few But I'm only human you've made mistakes too Im cryin' Ooh baby baby Ooh baby baby I'm just about at the end of my rope But I can't stop tryin I can't give up hope Cause I feel that one day I'll hold you near Whisper I still love you Until the day is here Oooh I'm crying Ooh baby baby Ooh baby baby Ooh baby baby ooooh 
76879,76879,in-years-to-come,2006,afflicted,Metal,My knowledge and logic fills my mind with fear thoughtless exploitation the deadline draws near I behold the desolation before my eyes evolution's denaturalization the black rain falling from the skies my mind's visions our verdict of posterity the presage of evil obscured thoughts of what shall be Extinction We lwave this place to pass it on in years to come will all be done The home of life we consume man's ignorance will seal his doom Darkness engraved my mind thoughts pass through my head visions of ravaged landscapes where the living are outnumbered by the dead a place ridden with diseases where forest rivers glow anial moribund species still the seeds of death we sow In years to come My reflections are odious when thinking about the daily regression we're approaching our termins as we proceed with our contamination we defile our soul with the knowledge of what awaits this mortal coil is all too late 
